codice,descrizione,nd,nd1
3220,Fabbricazione di strumenti musicali,,
32200,Fabbricazione di strumenti musicali (incluse parti e accessori),,
322000,Fabbricazione di strumenti musicali (incluse parti e accessori),,
323,FABBRICAZIONE DI ARTICOLI SPORTIVI,,
3230,Fabbricazione di articoli sportivi,,
32300,Fabbricazione di articoli sportivi,,
323000,Fabbricazione di articoli sportivi,,
324,FABBRICAZIONE DI GIOCHI E GIOCATTOLI,,
3240,Fabbricazione di giochi e giocattoli,,
32401,Fabbricazione di giochi (inclusi i giochi elettronici),,
324010,Fabbricazione di giochi (inclusi i giochi elettronici),,
32402,Fabbricazione di giocattoli (inclusi i tricicli e gli strumenti musicali giocattolo),,
324020,Fabbricazione di giocattoli (inclusi i tricicli e gli strumenti musicali giocattolo),,
325,FABBRICAZIONE DI STRUMENTI E FORNITURE MEDICHE E DENTISTICHE,,
3250,Fabbricazione di strumenti e forniture mediche e dentistiche,,
32501,"Fabbricazione di mobili per uso medico, apparecchi medicali, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria (incluse parti staccate e accessori)",,
325011,Fabbricazione di materiale medico-chirurgico e veterinario,,
325012,Fabbricazione di apparecchi e strumenti per odontoiatria e di apparecchi medicali (incluse parti staccate e accessori),,
325013,"Fabbricazione di mobili per uso medico, chirurgico, odontoiatrico e veterinario",,
325014,Fabbricazione di centrifughe per laboratori,,
32502,Fabbricazione di protesi dentarie (inclusa riparazione),,
325020,Fabbricazione di protesi dentarie (inclusa riparazione),,
32503,"Fabbricazione di protesi ortopediche, altre protesi ed ausili (inclusa riparazione)",,
325030,"Fabbricazione di protesi ortopediche, altre protesi ed ausili (inclusa riparazione)",,
32504,Fabbricazione di lenti oftalmiche,,
325040,Fabbricazione di lenti oftalmiche,,
32505,Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni,,
325050,Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni,,
329,INDUSTRIE MANIFATTURIERE NCA,,
3291,Fabbricazione di scope e spazzole,,
32910,Fabbricazione di scope e spazzole,,
329100,Fabbricazione di scope e spazzole,,
3299,Altre industrie manifatturiere nca,,
32991,Fabbricazione di attrezzature ed articoli di vestiario protettivi di sicurezza,,
329911,Fabbricazione di articoli di vestiario ignifughi e protettivi di sicurezza,,
329912,Fabbricazione di articoli in plastica per la sicurezza personale,,
329913,Fabbricazione di articoli in metallo per la sicurezza personale,,
329914,Fabbricazione di maschere antigas,,
329919,Fabbricazione di altre attrezzature ed altri articoli protettivi di sicurezza,,
32992,"Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini",,
329920,"Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini",,
32993,Fabbricazione di oggetti di cancelleria,,
329930,Fabbricazione di oggetti di cancelleria,,
32994,Fabbricazione di casse funebri,,
329940,Fabbricazione di casse funebri,,
32999,Fabbricazione di altri articoli nca,,
329990,Fabbricazione di altri articoli nca,,
33,"RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE",,
331,"RIPARAZIONE E MANUTENZIONE DI PRODOTTI IN METALLO, MACCHINE ED APPARECCHIATURE",,
3311,Riparazione e manutenzione di prodotti in metallo,,
33110,Riparazione e manutenzione di prodotti in metallo,,
331101,"Riparazione e manutenzione di stampi, portastampi, sagome, forme per macchine",,
331102,Riparazione e manutenzione di utensileria ad azionamento manuale,,
331103,"Riparazione e manutenzione di armi, sistemi d'arma e munizioni",,
331104,"Riparazione e manutenzione di casseforti, forzieri, porte metalliche blindate",,
331105,Riparazione e manutenzione di armi bianche,,
331106,Riparazione e manutenzione di container,,
331107,Riparazione e manutenzione di carrelli per la spesa,,
331109,Riparazione e manutenzione di altri prodotti in metallo,,
3312,Riparazione e manutenzione di macchinari,,
33121,Riparazione e manutenzione di macchine di impiego generale,,
331210,Riparazione e manutenzione di macchine di impiego generale,,
33122,"Riparazione e manutenzione di forni, fornaci e bruciatori",,
331220,"Riparazione e manutenzione di forni, fornaci e bruciatori",,
33123,Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione (esclusi ascensori),,
331230,Riparazione e manutenzione di macchine e apparecchi di sollevamento e movimentazione (esclusi ascensori),,
33124,Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione,,
331240,Riparazione e manutenzione di attrezzature di uso non domestico per la refrigerazione e la ventilazione,,
33125,Riparazione e manutenzione di altre macchine di impiego generale,,
331251,"Riparazione e manutenzione di macchine ed attrezzature per ufficio (esclusi computer, periferiche, fax)",,
331252,Riparazione e manutenzione di bilance e macchine automatiche per la vendita e la distribuzione,,
331253,"Riparazione e manutenzione di macchine per le industrie chimiche, petrolchimiche e petrolifere",,
331254,"Riparazione e manutenzione di macchine per la dosatura, la confezione e l'imballaggio",,
331255,Riparazione e manutenzione di estintori (inclusa la ricarica),,
331259,Riparazione e manutenzione di altre macchine di impiego generale nca,,
33126,Riparazione e manutenzione di trattori agricoli,,
331260,Riparazione e manutenzione di trattori agricoli,,
33127,"Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia",,
331270,"Riparazione e manutenzione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia",,
33129,Riparazione e manutenzione di altre macchine per impieghi speciali (incluse le macchine utensili),,
331291,Riparazione e manutenzione di parti intercambiabili per macchine utensili,,
331292,"Riparazione e manutenzione di giostre, altalene, padiglioni da tiro al bersaglio ed altre attrezzature per parchi di divertimento",Codice inserito a partire dal 1 gennaio 2009,
331299,Riparazione e manutenzione di altre macchine per impieghi speciali nca (incluse le macchine utensili),,
3313,Riparazione e manutenzione di apparecchiature elettroniche ed ottiche,,
33130,Riparazione e manutenzione di apparecchiature elettroniche ed ottiche (escluse quelle per le telecomunicazioni ed i computer),,
331301,"Riparazione e manutenzione di apparecchiature ottiche, fotografiche e cinematografiche (escluse videocamere)",,
331302,,Codice eliminato a partire dal 1 gennaio 2009,
331303,"Riparazione e manutenzione di apparecchi elettromedicali, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria",,
331304,"Riparazione e manutenzione di apparati di distillazione per laboratori, di centrifughe per laboratori e di macchinari per pulizia ad ultrasuoni per laboratori",,
331309,Riparazione e manutenzione di altre apparecchiature elettroniche (escluse quelle per le telecomunicazioni ed i computer),,
3314,Riparazione e manutenzione di apparecchiature elettriche,,
33140,Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici),,
331400,Riparazione e manutenzione di apparecchiature elettriche (esclusi gli elettrodomestici),Codice inserito a partire dal 1 gennaio 2009,
331401,,Codice eliminato a partire dal 1 gennaio 2009,
331409,,Codice eliminato a partire dal 1 gennaio 2009,
3315,Riparazione e manutenzione di navi e imbarcazioni (esclusi i loro motori),,
33150,Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori),,
331500,Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori),,
3316,Riparazione e manutenzione di aeromobili e di veicoli spaziali,,
33160,Riparazione e manutenzione di aeromobili e di veicoli spaziali,,
331600,Riparazione e manutenzione di aeromobili e di veicoli spaziali,,
3317,Riparazione e manutenzione di locomotive e di materiale rotabile ferro-tranviario (esclusi i loro motori),,
33170,"Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori)",,
331700,"Riparazione e manutenzione di materiale rotabile ferroviario, tranviario, filoviario e per metropolitane (esclusi i loro motori)",,
3319,Riparazione di altre apparecchiature,,
33190,Riparazione di altre apparecchiature,,
331901,Riparazioni di pallets e contenitori in legno per trasporto,,
331902,Riparazione di prodotti in gomma,,
331903,Riparazione di articoli in vetro,,
331904,Riparazioni di altri prodotti in legno nca,,
331909,Riparazione di altre apparecchiature nca,,
332,INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE INDUSTRIALI,,
3320,Installazione di macchine ed apparecchiature industriali,,
33200,Installazione di macchine ed apparecchiature industriali,,
332001,"Installazione di motori, generatori e trasformatori elettrici; di apparecchiature per la distribuzione e il controllo dell'elettricità (esclusa l'installazione all'interno degli edifici)",,
332002,"Installazione di apparecchi elettrici ed elettronici per telecomunicazioni, di apparecchi trasmittenti radiotelevisivi, di impianti di apparecchiature elettriche ed elettroniche (esclusa l'installazione all'interno degli edifici)",,
332003,"Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (incluse le apparecchiature di controllo dei processi industriali)",,
332004,"Installazione di cisterne, serbatoi e contenitori in metallo",,
332005,Installazione di generatori di vapore (escluse le caldaie per il riscaldamento centrale ad acqua calda),,
332006,"Installazione di macchine per ufficio, di mainframe e computer simili",,
332007,"Installazione di apparecchi medicali, di apparecchi e strumenti per odontoiatria",,
332008,Installazione di apparecchi elettromedicali,,
332009,Installazione di altre macchine ed apparecchiature industriali,,
35,"FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA",,
351,"PRODUZIONE, TRASMISSIONE E DISTRIBUZIONE DI ENERGIA ELETTRICA",,
3511,Produzione di energia elettrica,,
35110,Produzione di energia elettrica,,
351100,Produzione di energia elettrica,,
3512,Trasmissione di energia elettrica,,
35120,Trasmissione di energia elettrica,,
351200,Trasmissione di energia elettrica,,
3513,Distribuzione di energia elettrica,,
35130,Distribuzione di energia elettrica,,
351300,Distribuzione di energia elettrica,,
3514,Commercio di energia elettrica,,
35140,Commercio di energia elettrica,,
351400,Commercio di energia elettrica,,
352,PRODUZIONE DI GAS; DISTRIBUZIONE DI COMBUSTIBILI GASSOSI MEDIANTE CONDOTTE,,
3521,Produzione di gas,,
35210,Produzione di gas,,
352100,Produzione di gas,,
3522,Distribuzione di combustibili gassosi mediante condotte,,
35220,Distribuzione di combustibili gassosi mediante condotte,,
352200,Distribuzione di combustibili gassosi mediante condotte,,
3523,Commercio di gas distribuito mediante condotte,,
35230,Commercio di gas distribuito mediante condotte,,
352300,Commercio di gas distribuito mediante condotte,,
353,FORNITURA DI VAPORE E ARIA CONDIZIONATA,,
3530,Fornitura di vapore e aria condizionata,,
35300,Fornitura di vapore e aria condizionata,,
353000,Fornitura di vapore e aria condizionata,,
36,"RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA",,
360,"RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA",,
3600,"Raccolta, trattamento e fornitura di acqua",,
36000,"Raccolta, trattamento e fornitura di acqua",,
360000,"Raccolta, trattamento e fornitura di acqua",,
37,GESTIONE DELLE RETI FOGNARIE,,
370,GESTIONE DELLE RETI FOGNARIE,,
3700,Gestione delle reti fognarie,,
37000,Raccolta e depurazione delle acque di scarico,,
370000,Raccolta e depurazione delle acque di scarico,,
38,"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI",,
381,RACCOLTA DEI RIFIUTI,,
3811,Raccolta di rifiuti non pericolosi,,
38110,Raccolta di rifiuti solidi non pericolosi,,
381100,Raccolta di rifiuti solidi non pericolosi,,
3812,Raccolta di rifiuti pericolosi,,
38120,Raccolta di rifiuti pericolosi solidi e non solidi,,
381200,Raccolta di rifiuti pericolosi solidi e non solidi,,
382,TRATTAMENTO E SMALTIMENTO DEI RIFIUTI,,
3821,Trattamento e smaltimento di rifiuti non pericolosi,,
38210,Trattamento e smaltimento di rifiuti non pericolosi; produzione di compost,,
382101,Produzione di compost,,
382109,Trattamento e smaltimento di altri rifiuti non pericolosi,,
3822,Trattamento e smaltimento di rifiuti pericolosi,,
38220,Trattamento e smaltimento di rifiuti pericolosi,,
382200,Trattamento e smaltimento di rifiuti pericolosi,,
383,RECUPERO DEI MATERIALI,,
3831,Demolizione di carcasse e cantieri di demolizione navali,,
38311,Demolizione di carcasse,,
383110,Demolizione di carcasse,,
38312,Cantieri di demolizione navali,,
383120,Cantieri di demolizione navali,,
3832,Recupero e cernita di materiali,,
38321,Recupero e preparazione per il riciclaggio di cascami e rottami metallici,,
383210,Recupero e preparazione per il riciclaggio di cascami e rottami metallici,,
38322,"Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche",,
383220,"Recupero e preparazione per il riciclaggio di materiale plastico per produzione di materie prime plastiche, resine sintetiche",,
38323,"Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse",,
383230,"Recupero e preparazione per il riciclaggio dei rifiuti solidi urbani, industriali e biomasse",,
39,ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI,,
390,ATTIVITÀ DI RISANAMENTO E ALTRI SERVIZI DI GESTIONE DEI RIFIUTI,,
3900,Attività di risanamento e altri servizi di gestione dei rifiuti,,
39000,Attività di risanamento e altri servizi di gestione dei rifiuti,,
390001,Attività di rimozione di strutture ed elementi in amianto specializzata per l'edilizia,,
390009,Altre attività di risanamento e altri servizi di gestione dei rifiuti,,
41,COSTRUZIONE DI EDIFICI,,
411,SVILUPPO DI PROGETTI IMMOBILIARI,,
4110,Sviluppo di progetti immobiliari,,
41100,Sviluppo di progetti immobiliari senza costruzione,,
411000,Sviluppo di progetti immobiliari senza costruzione,,
412,COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI,,
4120,Costruzione di edifici residenziali e non residenziali,,
41200,Costruzione di edifici residenziali e non residenziali,,
412000,Costruzione di edifici residenziali e non residenziali,,
42,INGEGNERIA CIVILE,,
421,COSTRUZIONE DI STRADE E FERROVIE,,
4211,Costruzione di strade e autostrade,,
42110,"Costruzione di strade, autostrade e piste aeroportuali",,
421100,"Costruzione di strade, autostrade e piste aeroportuali",,
4212,Costruzione di linee ferroviarie e metropolitane,,
42120,Costruzione di linee ferroviarie e metropolitane,,
421200,Costruzione di linee ferroviarie e metropolitane,,
4213,Costruzione di ponti e gallerie,,
42130,Costruzione di ponti e gallerie,,
421300,Costruzione di ponti e gallerie,,
422,COSTRUZIONE DI OPERE DI PUBBLICA UTILITÀ,,
4221,Costruzione di opere di pubblica utilità per il trasporto di fluidi,,
42210,Costruzione di opere di pubblica utilità per il trasporto di fluidi,,
422100,Costruzione di opere di pubblica utilità per il trasporto di fluidi,,
4222,Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni,,
